                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    216,                 1.2054,                0.55018,                0.94175,                 1.5444,                0.70773,                0.93392,                0.86633,                0.64594,                 0.7183,                0.43137,                 1.0833,                0.45617,                0.90755,                 1.4131,                0.60892,                0.89947,              0.0039983,              0.0039983,              0.0039983
                    217,                 1.2102,                0.55319,                0.94393,                 1.5488,                0.70999,                0.93517,                0.86605,                0.64587,                0.71822,                0.43137,                 1.0829,                 0.4561,                 0.9074,                 1.4128,                0.60899,                0.89939,              0.0039703,              0.0039703,              0.0039703
                    218,                 1.2116,                0.55219,                0.94337,                 1.5445,                0.71259,                0.93422,                0.86597,                0.64596,                0.71821,                0.43143,                 1.0825,                0.45598,                0.90729,                 1.4124,                0.60907,                0.89929,              0.0039422,              0.0039422,              0.0039422
                    219,                 1.2043,                0.55042,                0.94183,                 1.5454,                 0.7077,                0.93249,                0.86679,                0.64564,                0.71825,                 0.4315,                 1.0822,                0.45594,                0.90715,                 1.4121,                0.60909,                0.89918,              0.0039142,              0.0039142,              0.0039142
                    220,                 1.2099,                0.55059,                0.94521,                 1.5393,                0.70233,                0.93354,                0.86684,                0.64574,                0.71829,                0.43153,                 1.0819,                0.45588,                0.90704,                 1.4119,                 0.6087,                 0.8991,              0.0038861,              0.0038861,              0.0038861
                    221,                 1.2025,                0.54946,                0.94069,                 1.5431,                0.70666,                0.93099,                0.86662,                0.64572,                0.71824,                0.43158,                 1.0813,                0.45574,                0.90686,                 1.4115,                0.60875,                0.89898,              0.0038581,              0.0038581,              0.0038581
                    222,                 1.2067,                0.55046,                0.93746,                 1.5482,                0.70991,                0.92846,                0.86671,                0.64581,                0.71828,                 0.4317,                 1.0808,                0.45563,                0.90666,                 1.4111,                0.60844,                0.89884,                0.00383,                0.00383,                0.00383
                    223,                 1.2066,                0.54758,                 0.9381,                 1.5465,                0.70451,                0.93067,                0.86694,                0.64569,                0.71826,                0.43193,                 1.0803,                 0.4555,                0.90645,                 1.4107,                0.60827,                0.89871,               0.003802,               0.003802,               0.003802
                    224,                 1.2038,                0.54731,                0.93938,                 1.5362,                0.69735,                0.93144,                0.86705,                0.64574,                0.71827,                  0.432,                 1.0799,                0.45539,                0.90626,                 1.4103,                0.60822,                0.89857,              0.0037739,              0.0037739,              0.0037739
                    225,                  1.202,                0.54984,                0.93654,                 1.5402,                0.70287,                0.92832,                0.86706,                0.64592,                0.71831,                0.43207,                 1.0793,                0.45524,                0.90604,                 1.4099,                0.60797,                 0.8984,              0.0037459,              0.0037459,              0.0037459
                    226,                 1.2007,                0.54625,                0.93686,                 1.5333,                0.70115,                0.92884,                0.86683,                0.64587,                0.71836,                0.43202,                 1.0787,                0.45509,                0.90581,                 1.4092,                0.60801,                0.89825,              0.0037178,              0.0037178,              0.0037178
                    227,                 1.1995,                0.54507,                0.93702,                 1.5334,                0.69735,                 0.9286,                0.86683,                0.64599,                0.71841,                0.43205,                 1.0781,                0.45494,                0.90557,                 1.4087,                0.60794,                0.89808,              0.0036898,              0.0036898,              0.0036898
                    228,                 1.1958,                 0.5456,                0.93767,                 1.5376,                0.70045,                0.92894,                0.86691,                0.64603,                0.71852,                0.43218,                 1.0776,                0.45481,                0.90541,                 1.4083,                0.60768,                0.89792,              0.0036618,              0.0036618,              0.0036618
                    229,                 1.1987,                0.54575,                 0.9369,                 1.5397,                0.70552,                0.92911,                0.86707,                0.64602,                0.71852,                 0.4323,                 1.0769,                0.45463,                0.90521,                 1.4077,                0.60749,                0.89777,              0.0036337,              0.0036337,              0.0036337
                    230,                 1.1959,                0.54244,                 0.9341,                 1.5294,                0.69358,                0.92578,                0.86709,                0.64609,                0.71852,                0.43235,                 1.0763,                0.45445,                  0.905,                 1.4072,                0.60714,                0.89766,              0.0036057,              0.0036057,              0.0036057
                    231,                 1.1907,                0.54052,                0.93854,                 1.5212,                0.69083,                0.92829,                0.86711,                 0.6461,                0.71854,                0.43244,                 1.0757,                0.45428,                0.90482,                 1.4067,                0.60702,                0.89749,              0.0035776,              0.0035776,              0.0035776
                    232,                 1.1881,                0.54013,                0.93193,                 1.5227,                0.69091,                0.92261,                0.86762,                0.64564,                0.71848,                 0.4325,                  1.075,                0.45404,                 0.9046,                 1.4063,                0.60698,                0.89734,              0.0035496,              0.0035496,              0.0035496
                    233,                 1.1827,                0.53799,                0.93445,                  1.519,                0.69477,                0.92728,                0.86717,                0.64606,                0.71847,                0.43263,                 1.0745,                0.45385,                0.90437,                 1.4057,                0.60662,                0.89717,              0.0035215,              0.0035215,              0.0035215
                    234,                 1.1837,                 0.5386,                0.93339,                  1.519,                0.68907,                0.92553,                 0.8672,                0.64613,                0.71847,                 0.4327,                 1.0738,                0.45366,                0.90415,                  1.405,                0.60666,                0.89694,              0.0034935,              0.0034935,              0.0034935
                    235,                 1.1803,                0.53522,                0.93266,                 1.5154,                0.68861,                0.92468,                0.86741,                0.64597,                0.71856,                0.43285,                 1.0731,                 0.4534,                 0.9039,                 1.4043,                0.60626,                0.89676,              0.0034654,              0.0034654,              0.0034654
                    236,                 1.1853,                0.53723,                0.93298,                 1.5257,                0.69158,                0.92389,                0.86757,                0.64594,                0.71861,                0.43302,                 1.0723,                0.45314,                0.90367,                 1.4036,                0.60601,                0.89661,              0.0034374,              0.0034374,              0.0034374
                    237,                 1.1782,                0.53476,                0.93253,                 1.5131,                0.68721,                0.92317,                0.86763,                0.64577,                0.71858,                0.43324,                 1.0715,                 0.4529,                0.90344,                 1.4029,                0.60553,                0.89643,              0.0034093,              0.0034093,              0.0034093
                    238,                  1.173,                0.53019,                0.93219,                 1.5077,                0.68047,                0.92368,                0.86788,                0.64569,                0.71862,                0.43324,                 1.0708,                0.45264,                 0.9032,                 1.4025,                0.60537,                0.89622,              0.0033813,              0.0033813,              0.0033813
                    239,                 1.1787,                 0.5314,                0.93008,                 1.5177,                 0.6837,                0.92186,                0.86744,                0.64603,                0.71866,                0.43347,                 1.0701,                0.45233,                0.90295,                 1.4018,                0.60508,                0.89597,              0.0033533,              0.0033533,              0.0033533
                    240,                 1.1715,                0.53156,                0.92852,                 1.5143,                 0.6853,                0.92012,                0.86769,                0.64603,                0.71868,                0.43365,                 1.0693,                0.45205,                0.90268,                 1.4009,                0.60491,                0.89574,              0.0033252,              0.0033252,              0.0033252
                    241,                 1.1694,                0.53081,                0.92763,                 1.5146,                0.68478,                0.91885,                0.86713,                0.64641,                0.71874,                0.43389,                 1.0684,                0.45174,                 0.9024,                 1.4001,                0.60459,                0.89551,              0.0032972,              0.0032972,              0.0032972
                    242,                 1.1666,                0.52662,                0.92625,                 1.5015,                0.67678,                0.91713,                0.86781,                0.64601,                0.71879,                0.43408,                 1.0676,                0.45142,                0.90213,                 1.3994,                0.60407,                0.89531,              0.0032691,              0.0032691,              0.0032691
                    243,                 1.1647,                0.52594,                0.92547,                 1.5022,                0.67821,                0.91803,                0.86741,                0.64643,                0.71886,                0.43423,                 1.0667,                0.45105,                0.90179,                 1.3986,                0.60398,                0.89503,              0.0032411,              0.0032411,              0.0032411
                    244,                 1.1667,                0.52964,                0.92566,                 1.5077,                0.68296,                0.91736,                0.86759,                0.64639,                0.71894,                0.43441,                 1.0658,                0.45074,                0.90148,                 1.3978,                0.60358,                0.89482,               0.003213,               0.003213,               0.003213
                    245,                 1.1641,                0.52849,                0.92616,                 1.5037,                0.68104,                0.91887,                0.86726,                0.64663,                0.71898,                0.43455,                 1.0649,                0.45041,                0.90116,                 1.3969,                0.60309,                0.89456,               0.003185,               0.003185,               0.003185
                    246,                 1.1595,                0.52439,                0.92408,                 1.4962,                0.67798,                 0.9166,                0.86728,                0.64667,                0.71901,                0.43471,                 1.0641,                0.45009,                0.90086,                  1.396,                0.60289,                0.89431,              0.0031569,              0.0031569,              0.0031569
                    247,                 1.1587,                0.52437,                0.92383,                 1.4963,                0.67309,                0.91549,                0.86757,                0.64662,                0.71909,                0.43487,                 1.0632,                0.44974,                0.90054,                 1.3954,                0.60237,                0.89408,              0.0031289,              0.0031289,              0.0031289
                    248,                  1.155,                0.52168,                0.92466,                 1.4923,                0.67186,                0.91718,                0.86704,                0.64696,                0.71917,                0.43509,                 1.0622,                0.44936,                0.90025,                 1.3945,                0.60192,                0.89384,              0.0031008,              0.0031008,              0.0031008
                    249,                  1.156,                0.52132,                0.92353,                 1.4942,                0.67287,                0.91625,                0.86603,                 0.6472,                0.71918,                0.43522,                 1.0613,                0.44899,                0.89995,                 1.3936,                0.60164,                0.89357,              0.0030728,              0.0030728,              0.0030728
                    250,                 1.1483,                0.51837,                0.92215,                 1.4895,                0.66838,                0.91501,                0.86718,                0.64672,                0.71924,                0.43546,                 1.0604,                0.44867,                0.89964,                 1.3928,                 0.6011,                0.89332,              0.0030448,              0.0030448,              0.0030448
                    251,                 1.1501,                0.51903,                0.92139,                 1.4903,                0.67195,                0.91454,                0.86659,                0.64706,                0.71925,                0.43558,                 1.0594,                 0.4483,                 0.8993,                 1.3921,                0.60057,                0.89307,              0.0030167,              0.0030167,              0.0030167
                    252,                  1.149,                0.51725,                 0.9172,                 1.4946,                0.67079,                 0.9112,                 0.8668,                0.64714,                0.71931,                 0.4358,                 1.0585,                0.44794,                0.89894,                  1.391,                0.60048,                0.89277,              0.0029887,              0.0029887,              0.0029887
                    253,                 1.1483,                0.51959,                0.92044,                 1.4922,                0.66967,                0.91359,                0.86711,                0.64722,                0.71941,                0.43596,                 1.0573,                0.44756,                 0.8986,                 1.3902,                0.59989,                0.89251,              0.0029606,              0.0029606,              0.0029606
                    254,                 1.1425,                0.51405,                0.91718,                 1.4853,                0.66728,                 0.9101,                0.86736,                0.64726,                0.71956,                0.43615,                 1.0563,                0.44717,                0.89824,                 1.3893,                0.59937,                0.89227,              0.0029326,              0.0029326,              0.0029326
                    255,                  1.143,                0.51488,                0.91892,                 1.4822,                0.66264,                0.91077,                0.86676,                0.64765,                0.71959,                0.43643,                 1.0553,                0.44679,                 0.8979,                 1.3883,                0.59898,                0.89195,              0.0029045,              0.0029045,              0.0029045
                    256,                 1.1409,                0.51491,                0.91964,                 1.4818,                0.66602,                0.91367,                0.86646,                0.64822,                0.71968,                0.43665,                 1.0543,                0.44643,                0.89756,                 1.3875,                0.59847,                0.89164,              0.0028765,              0.0028765,              0.0028765
                    257,                 1.1328,                  0.511,                0.91707,                  1.473,                 0.6622,                0.91109,                0.86642,                0.64794,                0.71975,                0.43679,                 1.0532,                0.44597,                0.89721,                 1.3866,                0.59805,                0.89135,              0.0028484,              0.0028484,              0.0028484
                    258,                 1.1345,                0.51113,                0.91894,                 1.4757,                0.65649,                0.91346,                0.86675,                0.64801,                0.71985,                0.43704,                 1.0523,                0.44562,                0.89691,                 1.3855,                0.59744,                0.89112,              0.0028204,              0.0028204,              0.0028204
                    259,                 1.1365,                0.51134,                0.91809,                 1.4784,                0.66115,                0.91129,                0.86695,                0.64786,                0.71989,                0.43718,                 1.0512,                0.44518,                 0.8966,                 1.3846,                0.59699,                0.89087,              0.0027924,              0.0027924,              0.0027924
                    260,                 1.1275,                0.51048,                 0.9175,                 1.4736,                0.66351,                0.91093,                0.86672,                0.64823,                0.72048,                0.43748,                   1.05,                 0.4448,                0.89625,                 1.3835,                 0.5964,                0.89061,              0.0027643,              0.0027643,              0.0027643
                    261,                 1.1026,                0.49174,                0.90795,                 1.4387,                0.63444,                0.90251,                0.86687,                0.64835,                 0.7206,                0.43762,                 1.0497,                 0.4446,                 0.8961,                 1.3832,                0.59596,                0.89051,              0.0027643,              0.0027643,              0.0027643
                    262,                 1.1235,                0.50769,                0.91531,                 1.4575,                0.64698,                0.90898,                0.86752,                0.64787,                0.72039,                0.43772,                 1.0493,                0.44439,                0.89593,                 1.3827,                0.59567,                0.89036,              0.0037066,              0.0037066,              0.0037066
                    263,                 1.1393,                0.51433,                0.91964,                 1.4815,                0.66146,                0.91417,                 0.8676,                0.64797,                 0.7205,                0.43779,                 1.0489,                0.44421,                0.89574,                 1.3825,                0.59545,                0.89023,              0.0036824,              0.0036824,              0.0036824
                    264,                 1.1452,                0.51814,                0.91976,                 1.4852,                0.66668,                0.91407,                0.86771,                0.64811,                0.72055,                0.43787,                 1.0484,                0.44399,                0.89555,                 1.3821,                0.59511,                0.89011,              0.0036582,              0.0036582,              0.0036582
                    265,                 1.1516,                0.51961,                0.92189,                 1.4857,                0.66729,                 0.9151,                0.86771,                0.64816,                0.72064,                0.43798,                 1.0478,                0.44373,                0.89535,                 1.3816,                0.59485,                0.88996,               0.003634,               0.003634,               0.003634
                    266,                 1.1502,                0.52143,                0.92278,                 1.4815,                0.66108,                0.91685,                0.86772,                0.64842,                0.72094,                 0.4381,                 1.0475,                0.44355,                0.89518,                 1.3812,                0.59466,                0.88985,              0.0036098,              0.0036098,              0.0036098
                    267,                 1.1585,                 0.5241,                0.92593,                 1.4985,                  0.665,                0.91734,                 0.8682,                0.64806,                0.72078,                0.43814,                  1.047,                0.44336,                0.89504,                 1.3808,                0.59433,                0.88979,              0.0035856,              0.0035856,              0.0035856
                    268,                 1.1569,                0.52564,                0.92453,                  1.498,                0.67681,                0.91478,                0.86828,                0.64804,                0.72085,                0.43827,                 1.0465,                0.44317,                0.89487,                 1.3803,                 0.5939,                0.88963,              0.0035614,              0.0035614,              0.0035614
                    269,                 1.1621,                0.52583,                0.92269,                 1.5026,                0.67371,                0.91531,                0.86808,                0.64817,                0.72083,                0.43838,                 1.0461,                0.44303,                 0.8947,                   1.38,                0.59362,                0.88946,              0.0035372,              0.0035372,              0.0035372
                    270,                   1.16,                0.52445,                0.92357,                 1.4993,                 0.6762,                0.91459,                0.86813,                0.64817,                0.72072,                0.43847,                 1.0457,                0.44283,                0.89453,                 1.3796,                0.59326,                0.88934,               0.003513,               0.003513,               0.003513
                    271,                   1.16,                0.52578,                0.92572,                 1.4971,                0.67259,                0.91707,                 0.8689,                0.64782,                 0.7203,                0.43858,                 1.0452,                0.44264,                0.89439,                 1.3792,                0.59302,                0.88924,              0.0034888,              0.0034888,              0.0034888
                    272,                 1.1504,                0.52254,                0.92393,                 1.4901,                0.67401,                 0.9159,                0.86852,                0.64777,                0.72084,                0.43875,                 1.0446,                0.44244,                0.89421,                 1.3787,                0.59291,                0.88908,              0.0034645,              0.0034645,              0.0034645
                    273,                 1.1589,                0.52498,                0.92615,                 1.4991,                0.67282,                0.91822,                0.86795,                0.64832,                0.72085,                0.43881,                 1.0442,                0.44226,                0.89403,                 1.3783,                0.59262,                0.88891,              0.0034403,              0.0034403,              0.0034403
                    274,                 1.1598,                0.52584,                0.92439,                 1.4969,                0.67838,                0.91678,                 0.8681,                0.64825,                0.72113,                0.43895,                 1.0437,                0.44205,                0.89384,                 1.3779,                0.59238,                0.88877,              0.0034161,              0.0034161,              0.0034161
                    275,                 1.1532,                0.52256,                0.92149,                 1.4961,                0.67471,                0.91393,                0.86805,                0.64815,                0.72118,                0.43913,                 1.0431,                0.44179,                0.89362,                 1.3774,                0.59201,                0.88856,              0.0033919,              0.0033919,              0.0033919
                    276,                 1.1582,                0.52531,                 0.9235,                 1.4931,                0.67107,                0.91568,                0.86884,                0.64769,                0.72119,                0.43919,                 1.0425,                0.44156,                0.89341,                 1.3769,                0.59197,                0.88834,              0.0033677,              0.0033677,              0.0033677
                    277,                 1.1533,                 0.5227,                0.92368,                 1.4962,                 0.6766,                0.91524,                0.86892,                0.64774,                0.72122,                0.43922,                 1.0419,                0.44141,                0.89321,                 1.3764,                0.59185,                0.88818,              0.0033435,              0.0033435,              0.0033435
                    278,                 1.1562,                0.52397,                0.92317,                 1.5015,                0.67925,                0.91426,                0.86887,                0.64774,                0.72131,                0.43943,                 1.0414,                0.44128,                0.89303,                 1.3758,                0.59187,                  0.888,              0.0033193,              0.0033193,              0.0033193
                    279,                  1.156,                0.52278,                0.92564,                 1.4976,                0.67436,                0.91733,                0.86867,                0.64767,                0.72128,                0.43947,                 1.0408,                0.44112,                 0.8929,                 1.3754,                0.59179,                0.88791,              0.0032951,              0.0032951,              0.0032951
                    280,                 1.1538,                0.52113,                0.92541,                 1.4903,                0.66768,                0.91626,                 0.8687,                0.64764,                0.72128,                0.43956,                 1.0401,                0.44087,                0.89272,                  1.375,                0.59161,                0.88779,              0.0032709,              0.0032709,              0.0032709
                    281,                 1.1513,                0.52172,                0.92237,                 1.4938,                0.66814,                0.91318,                0.86808,                0.64811,                0.72128,                0.43972,                 1.0395,                0.44064,                0.89253,                 1.3743,                0.59152,                0.88761,              0.0032467,              0.0032467,              0.0032467
                    282,                 1.1503,                0.51882,                0.92058,                 1.4873,                0.66826,                0.91263,                0.86781,                0.64823,                0.72143,                0.43987,                 1.0388,                0.44039,                 0.8923,                 1.3736,                 0.5912,                0.88742,              0.0032225,              0.0032225,              0.0032225
                    283,                  1.148,                0.51891,                0.92191,                 1.4851,                0.66727,                 0.9135,                0.86794,                0.64824,                0.72139,                   0.44,                 1.0382,                0.44018,                0.89209,                  1.373,                0.59104,                0.88718,              0.0031983,              0.0031983,              0.0031983
                    284,                 1.1461,                0.51974,                0.91931,                 1.4911,                0.67534,                0.91125,                0.86838,                0.64835,                 0.7216,                0.44018,                 1.0374,                0.43996,                0.89184,                 1.3724,                0.59043,                0.88702,              0.0031741,              0.0031741,              0.0031741
                    285,                  1.149,                0.52131,                0.92008,                 1.4933,                0.67863,                0.91214,                0.86768,                0.64884,                0.72161,                0.44032,                 1.0367,                0.43981,                0.89163,                 1.3717,                0.59025,                0.88683,              0.0031499,              0.0031499,              0.0031499
                    286,                 1.1481,                0.51807,                0.91773,                 1.4857,                0.66614,                0.90949,                0.86858,                0.64861,                 0.7216,                0.44038,                 1.0359,                0.43957,                0.89141,                 1.3712,                0.58989,                0.88662,              0.0031257,              0.0031257,              0.0031257
                    287,                 1.1434,                0.51449,                0.91954,                 1.4756,                0.65905,                0.91202,                0.86851,                0.64862,                0.72164,                 0.4406,                 1.0353,                0.43935,                0.89118,                 1.3706,                0.58964,                0.88641,              0.0031015,              0.0031015,              0.0031015
                    288,                 1.1392,                0.51606,                0.91491,                  1.479,                0.66388,                0.90748,                0.86837,                0.64871,                 0.7217,                0.44072,                 1.0347,                0.43913,                0.89093,                   1.37,                0.58925,                0.88616,              0.0030773,              0.0030773,              0.0030773
                    289,                 1.1364,                0.51514,                0.91833,                 1.4737,                0.66511,                0.91095,                 0.8681,                  0.649,                 0.7218,                0.44082,                  1.034,                0.43893,                0.89066,                 1.3693,                 0.5891,                0.88597,              0.0030531,              0.0030531,              0.0030531
                    290,                 1.1364,                0.51437,                0.91487,                 1.4751,                0.66022,                 0.9083,                0.86812,                0.64905,                0.72177,                0.44092,                 1.0332,                0.43868,                0.89037,                 1.3687,                0.58911,                0.88572,              0.0030289,              0.0030289,              0.0030289
                    291,                 1.1339,                0.51274,                 0.9163,                  1.471,                0.66381,                0.91022,                0.86748,                0.64946,                0.72191,                0.44116,                 1.0322,                0.43833,                 0.8901,                 1.3679,                0.58868,                0.88552,              0.0030046,              0.0030046,              0.0030046
                    292,                 1.1368,                0.51326,                0.91317,                 1.4795,                0.66552,                0.90617,                0.86779,                0.64939,                0.72199,                0.44138,                 1.0315,                0.43804,                 0.8898,                 1.3672,                0.58816,                 0.8853,              0.0029804,              0.0029804,              0.0029804
                    293,                 1.1311,                0.51117,                0.91396,                 1.4687,                0.65932,                0.90702,                0.86834,                0.64917,                0.72212,                0.44154,                 1.0306,                0.43776,                0.88949,                 1.3664,                0.58784,                0.88502,              0.0029562,              0.0029562,              0.0029562
                    294,                 1.1255,                0.50666,                0.91531,                 1.4649,                0.65289,                0.90912,                0.86846,                0.64922,                0.72223,                0.44171,                 1.0298,                0.43746,                0.88922,                 1.3656,                0.58745,                0.88478,               0.002932,               0.002932,               0.002932
                    295,                 1.1314,                0.50985,                0.91098,                 1.4741,                0.66168,                0.90596,                0.86858,                0.64937,                0.72217,                0.44179,                 1.0289,                0.43716,                0.88888,                  1.365,                0.58734,                0.88451,              0.0029078,              0.0029078,              0.0029078
                    296,                 1.1258,                0.50846,                0.91143,                 1.4704,                 0.6573,                 0.9056,                0.86864,                0.64924,                0.72217,                0.44196,                  1.028,                0.43682,                0.88856,                 1.3641,                0.58717,                0.88419,              0.0028836,              0.0028836,              0.0028836
                    297,                 1.1235,                0.50756,                0.91114,                 1.4709,                0.66003,                0.90501,                0.86868,                0.64928,                0.72225,                0.44216,                 1.0271,                0.43647,                0.88826,                 1.3634,                0.58641,                  0.884,              0.0028594,              0.0028594,              0.0028594
                    298,                 1.1216,                0.50518,                0.91079,                 1.4595,                0.65422,                0.90467,                0.86915,                0.64941,                0.72242,                0.44238,                 1.0262,                0.43617,                0.88795,                 1.3625,                0.58598,                0.88378,              0.0028352,              0.0028352,              0.0028352
                    299,                 1.1172,                0.50295,                0.91224,                 1.4592,                0.65357,                  0.907,                0.86846,                0.64973,                0.72244,                0.44254,                 1.0253,                0.43581,                0.88767,                 1.3618,                0.58564,                0.88354,               0.002811,               0.002811,               0.002811
                    300,                 1.1196,                 0.5048,                0.90973,                 1.4636,                0.65248,                0.90344,                0.86855,                0.64975,                0.72259,                0.44276,                 1.0243,                0.43545,                0.88735,                 1.3608,                0.58535,                0.88324,              0.0027868,              0.0027868,              0.0027868
                    301,                 1.1192,                0.50617,                0.91131,                 1.4615,                0.65645,                0.90551,                0.86932,                 0.6495,                0.72264,                0.44298,                 1.0233,                0.43507,                0.88702,                 1.3599,                0.58493,                0.88297,              0.0027626,              0.0027626,              0.0027626
                    302,                 1.1137,                0.50217,                0.90687,                 1.4552,                0.65259,                0.90242,                0.86904,                0.64977,                0.72272,                0.44303,                 1.0223,                0.43467,                0.88668,                  1.359,                0.58426,                 0.8827,              0.0027384,              0.0027384,              0.0027384
                    303,                 1.1146,                 0.5046,                0.90824,                  1.455,                0.64715,                0.90257,                0.86929,                0.64996,                0.72284,                0.44334,                 1.0212,                0.43431,                0.88634,                  1.358,                0.58384,                0.88242,              0.0027142,              0.0027142,              0.0027142
                    304,                 1.1103,                 0.5004,                0.90721,                 1.4504,                0.64809,                0.90307,                0.86946,                0.64998,                0.72304,                0.44358,                 1.0203,                0.43398,                0.88601,                 1.3571,                0.58335,                0.88212,                0.00269,                0.00269,                0.00269
                    305,                 1.1111,                0.50082,                 0.9086,                 1.4529,                0.64886,                0.90446,                0.86897,                 0.6504,                0.72306,                0.44377,                 1.0192,                 0.4336,                0.88569,                 1.3564,                0.58283,                 0.8819,              0.0026658,              0.0026658,              0.0026658
                    306,                 1.1064,                0.49924,                0.90565,                 1.4497,                0.64829,                0.90162,                0.86908,                0.65047,                0.72314,                0.44396,                 1.0181,                0.43322,                0.88533,                 1.3555,                0.58224,                0.88162,              0.0026416,              0.0026416,              0.0026416
                    307,                 1.1042,                0.49803,                0.90551,                  1.448,                0.64879,                0.90203,                0.86867,                0.65079,                0.72327,                0.44414,                 1.0171,                0.43282,                0.88498,                 1.3545,                0.58204,                0.88137,              0.0026174,              0.0026174,              0.0026174
                    308,                 1.1055,                0.49758,                0.90332,                 1.4565,                0.64963,                0.90098,                0.86914,                0.65075,                0.72342,                0.44434,                 1.0159,                0.43239,                0.88461,                 1.3536,                0.58137,                0.88112,              0.0025932,              0.0025932,              0.0025932
                    309,                 1.1056,                 0.4989,                0.90365,                 1.4533,                0.64859,                0.89944,                0.86856,                0.65113,                0.72344,                0.44449,                 1.0149,                0.43198,                0.88425,                 1.3526,                 0.5812,                0.88078,              0.0025689,              0.0025689,              0.0025689
                    310,                 1.0985,                0.49396,                0.90356,                  1.446,                0.64672,                0.89894,                0.86875,                0.65122,                0.72367,                0.44478,                 1.0137,                0.43155,                 0.8839,                 1.3516,                0.58078,                0.88051,              0.0025447,              0.0025447,              0.0025447
                    311,                 1.0992,                0.49494,                0.90432,                 1.4415,                0.64071,                0.89925,                0.86905,                0.65113,                0.72372,                0.44499,                 1.0126,                0.43112,                0.88356,                 1.3506,                0.58024,                0.88019,              0.0025205,              0.0025205,              0.0025205
                    312,                 1.0961,                0.49471,                0.90408,                  1.442,                0.64436,                0.90077,                0.86832,                0.65145,                0.72373,                0.44514,                 1.0115,                0.43074,                0.88322,                 1.3496,                0.58012,                0.87997,              0.0024963,              0.0024963,              0.0024963
                    313,                 1.0926,                0.49128,                0.90327,                 1.4358,                0.64261,                0.89865,                0.86863,                0.65141,                0.72381,                0.44537,                 1.0106,                 0.4304,                0.88289,                 1.3486,                0.57967,                0.87965,              0.0024721,              0.0024721,              0.0024721
                    314,                 1.0896,                0.49271,                0.90141,                 1.4342,                0.64203,                0.89766,                0.86798,                0.65178,                0.72396,                0.44559,                 1.0094,                0.42996,                0.88256,                 1.3476,                0.57927,                0.87939,              0.0024479,              0.0024479,              0.0024479
                    315,                 1.0949,                0.49335,                 0.9012,                 1.4414,                0.64105,                0.89781,                0.86811,                0.65177,                0.72404,                0.44581,                 1.0083,                0.42959,                 0.8822,                 1.3465,                0.57882,                0.87912,              0.0024237,              0.0024237,              0.0024237
                    316,                 1.0847,                0.49072,                0.90045,                 1.4357,                0.64133,                 0.8975,                0.86857,                0.65177,                0.72414,                0.44613,                  1.007,                0.42916,                0.88183,                 1.3453,                0.57826,                0.87882,              0.0023995,              0.0023995,              0.0023995
                    317,                 1.0895,                0.49057,                0.89856,                 1.4307,                0.63279,                0.89663,                0.86816,                0.65224,                0.72429,                0.44642,                 1.0059,                0.42874,                0.88143,                 1.3443,                0.57769,                0.87849,              0.0023753,              0.0023753,              0.0023753
                    318,                 1.0866,                0.48954,                0.89875,                 1.4366,                 0.6397,                0.89606,                0.86845,                 0.6522,                0.72435,                0.44676,                 1.0047,                0.42827,                0.88103,                 1.3432,                0.57701,                0.87818,              0.0023511,              0.0023511,              0.0023511
                    319,                 1.0825,                0.48667,                0.89775,                 1.4269,                0.63402,                0.89433,                0.86855,                0.65213,                0.72446,                0.44699,                 1.0034,                0.42787,                0.88064,                 1.3422,                0.57649,                0.87785,              0.0023269,              0.0023269,              0.0023269
                    320,                 1.0787,                0.48539,                0.90003,                 1.4207,                0.62619,                0.89631,                0.86862,                0.65217,                0.72455,                0.44723,                 1.0022,                0.42743,                0.88026,                  1.341,                0.57616,                0.87754,              0.0023027,              0.0023027,              0.0023027
                    321,                 1.0738,                0.48385,                0.89623,                 1.4209,                0.63258,                0.89336,                0.86893,                0.65205,                0.72463,                0.44746,                 1.0009,                0.42696,                0.87986,                   1.34,                0.57566,                0.87723,              0.0022785,              0.0022785,              0.0022785
                    322,                 1.0793,                0.48561,                0.89643,                 1.4338,                0.63757,                0.89283,                0.86916,                0.65199,                0.72471,                0.44773,                0.99973,                0.42653,                0.87948,                  1.339,                0.57517,                0.87689,              0.0022543,              0.0022543,              0.0022543
                    323,                 1.0719,                0.48192,                0.89568,                 1.4188,                0.62895,                 0.8923,                0.86851,                 0.6525,                0.72476,                0.44794,                0.99846,                0.42613,                0.87907,                 1.3377,                0.57488,                0.87656,              0.0022301,              0.0022301,              0.0022301
                    324,                 1.0653,                0.47891,                0.89181,                 1.4159,                0.62993,                0.88953,                0.86877,                0.65267,                0.72484,                0.44808,                 0.9972,                0.42561,                0.87864,                 1.3367,                0.57441,                0.87617,              0.0022059,              0.0022059,              0.0022059
                    325,                 1.0736,                0.48432,                0.89481,                 1.4139,                0.62936,                0.89204,                0.86798,                0.65303,                0.72492,                0.44833,                0.99588,                0.42512,                0.87823,                 1.3355,                0.57404,                0.87585,              0.0021817,              0.0021817,              0.0021817
