                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                  1.241,                 0.5764,                0.94395,                 1.6342,                0.76551,                 0.9209,                0.86162,                0.64261,                0.71441,                0.41902,                 1.1417,                0.47689,                0.92643,                 1.4661,                0.63444,                0.91483,               0.003202,               0.003202,               0.003202
                    106,                 1.2271,                0.56841,                0.94143,                 1.6177,                0.75738,                0.91937,                0.86188,                0.64273,                0.71452,                0.41924,                  1.141,                0.47655,                0.92611,                 1.4653,                0.63395,                0.91452,               0.003136,               0.003136,               0.003136
                    107,                 1.2296,                0.57051,                 0.9415,                 1.6163,                 0.7578,                0.91978,                0.86141,                0.64327,                0.71474,                 0.4194,                   1.14,                0.47608,                0.92574,                 1.4645,                0.63342,                 0.9142,                0.00307,                0.00307,                0.00307
                    108,                 1.2264,                0.56848,                0.93822,                 1.6177,                 0.7548,                0.91784,                0.86183,                0.64332,                0.71487,                0.41963,                 1.1392,                0.47567,                0.92542,                 1.4639,                0.63249,                0.91394,               0.003004,               0.003004,               0.003004
                    109,                 1.2179,                 0.5657,                0.94027,                 1.6042,                0.75462,                0.91986,                0.86233,                0.64293,                0.71492,                0.41978,                 1.1383,                0.47528,                0.92509,                 1.4632,                0.63209,                0.91366,               0.002938,               0.002938,               0.002938
                    110,                  1.223,                0.56507,                0.93797,                 1.6121,                0.75262,                0.91755,                0.86185,                0.64347,                0.71507,                0.42004,                 1.1375,                0.47481,                0.92475,                 1.4624,                0.63142,                0.91336,               0.002872,               0.002872,               0.002872
                    111,                 1.2208,                0.56317,                0.93893,                 1.6105,                0.75229,                0.91923,                0.86248,                0.64348,                0.71524,                0.42019,                 1.1366,                0.47438,                0.92438,                 1.4617,                0.63071,                0.91303,               0.002806,               0.002806,               0.002806
                    112,                 1.2149,                0.56091,                0.93856,                 1.5992,                0.74441,                0.91737,                0.86195,                0.64397,                0.71531,                0.42048,                 1.1356,                0.47387,                0.92402,                 1.4605,                0.63016,                 0.9127,                0.00274,                0.00274,                0.00274
                    113,                 1.2165,                0.56167,                0.93611,                 1.6081,                 0.7512,                0.91705,                0.86222,                0.64409,                0.71545,                0.42067,                 1.1346,                0.47338,                0.92368,                 1.4597,                0.62954,                0.91242,               0.002674,               0.002674,               0.002674
                    114,                 1.2113,                0.55858,                0.93424,                 1.5996,                 0.7445,                 0.9148,                0.86236,                0.64421,                0.71561,                0.42092,                 1.1337,                 0.4729,                0.92334,                 1.4588,                0.62907,                0.91214,               0.002608,               0.002608,               0.002608
                    115,                 1.2117,                0.55692,                0.93119,                 1.6073,                0.74408,                0.91144,                0.86252,                0.64439,                0.71575,                0.42115,                 1.1328,                0.47245,                0.92301,                 1.4581,                0.62865,                0.91185,               0.002542,               0.002542,               0.002542
                    116,                 1.2096,                0.55514,                0.93467,                 1.6041,                0.74255,                0.91509,                0.86272,                0.64435,                0.71585,                0.42136,                 1.1318,                0.47198,                0.92268,                 1.4572,                0.62809,                0.91156,               0.002476,               0.002476,               0.002476
                    117,                 1.2058,                0.55512,                0.93261,                  1.597,                0.74279,                0.91319,                0.86221,                0.64492,                0.71597,                0.42159,                 1.1308,                0.47149,                0.92231,                 1.4563,                0.62756,                0.91126,                0.00241,                0.00241,                0.00241
                    118,                 1.2064,                  0.554,                0.93347,                 1.6047,                 0.7444,                0.91299,                0.86245,                 0.6449,                0.71608,                0.42183,                 1.1298,                0.47103,                0.92195,                 1.4554,                0.62685,                0.91094,               0.002344,               0.002344,               0.002344
                    119,                 1.2119,                0.55741,                0.93168,                 1.6112,                0.74891,                0.91221,                0.86282,                 0.6448,                0.71624,                0.42207,                 1.1288,                0.47051,                0.92159,                 1.4546,                0.62621,                0.91067,               0.002278,               0.002278,               0.002278
                    120,                 1.1932,                0.54816,                0.92959,                 1.5848,                0.73419,                0.91066,                0.86329,                0.64496,                0.71639,                0.42239,                 1.1278,                0.47007,                0.92124,                 1.4537,                0.62549,                0.91034,               0.002212,               0.002212,               0.002212
                    121,                 1.1958,                0.54764,                0.93094,                 1.5881,                0.73557,                0.91253,                0.86337,                0.64491,                0.71645,                0.42259,                 1.1269,                0.46961,                0.92089,                 1.4528,                0.62502,                0.91004,               0.002146,               0.002146,               0.002146
                    122,                 1.1996,                0.55066,                0.92854,                 1.5906,                0.73439,                0.90916,                0.86325,                0.64539,                0.71667,                0.42284,                 1.1259,                0.46909,                0.92051,                 1.4518,                0.62457,                0.90971,                0.00208,                0.00208,                0.00208
                    123,                 1.1877,                0.54475,                0.92665,                  1.586,                0.73319,                0.90763,                0.86336,                0.64531,                 0.7168,                0.42307,                 1.1248,                0.46858,                0.92015,                  1.451,                0.62399,                 0.9094,               0.002014,               0.002014,               0.002014
                    124,                 1.1834,                0.54422,                0.92705,                 1.5751,                0.72997,                0.90813,                0.86352,                0.64513,                0.71686,                 0.4232,                 1.1238,                0.46806,                0.91979,                 1.4502,                0.62351,                0.90907,               0.001948,               0.001948,               0.001948
                    125,                 1.1876,                 0.5425,                0.92877,                 1.5823,                0.73204,                0.90933,                0.86324,                0.64564,                0.71694,                0.42352,                 1.1229,                0.46763,                0.91943,                 1.4492,                0.62287,                0.90875,               0.001882,               0.001882,               0.001882
                    126,                 1.1848,                0.54327,                0.92483,                 1.5815,                0.72916,                0.90725,                0.86378,                 0.6457,                0.71708,                0.42371,                 1.1218,                0.46714,                0.91904,                 1.4484,                0.62237,                0.90842,               0.001816,               0.001816,               0.001816
                    127,                 1.1782,                0.54057,                0.92533,                 1.5698,                0.72773,                0.90796,                0.86412,                0.64567,                0.71719,                  0.424,                 1.1208,                0.46667,                0.91864,                 1.4474,                0.62145,                0.90811,                0.00175,                0.00175,                0.00175
                    128,                 1.1647,                0.53174,                 0.9232,                  1.557,                0.71589,                0.90666,                0.86442,                0.64579,                0.71734,                0.42426,                 1.1197,                0.46614,                0.91823,                 1.4465,                0.62067,                0.90776,               0.001684,               0.001684,               0.001684
                    129,                 1.1764,                0.53764,                 0.9249,                 1.5703,                0.72497,                0.90694,                0.86473,                0.64577,                0.71748,                0.42452,                 1.1186,                0.46568,                0.91783,                 1.4456,                0.62003,                0.90746,               0.001618,               0.001618,               0.001618
                    130,                  1.174,                0.53442,                0.92272,                 1.5676,                0.72249,                0.90534,                0.86499,                0.64572,                0.71762,                0.42477,                 1.1175,                0.46516,                0.91741,                 1.4445,                0.61934,                 0.9071,               0.001552,               0.001552,               0.001552
                    131,                 1.1776,                0.53739,                0.92317,                 1.5749,                0.72723,                0.90534,                0.86442,                0.64608,                0.71766,                0.42502,                 1.1165,                0.46468,                0.91704,                 1.4436,                0.61888,                0.90679,               0.001486,               0.001486,               0.001486
                    132,                 1.1665,                0.53209,                0.92264,                 1.5585,                0.71678,                0.90534,                0.86476,                0.64612,                0.71777,                0.42531,                 1.1153,                0.46417,                0.91665,                 1.4426,                0.61812,                0.90645,                0.00142,                0.00142,                0.00142
                    133,                 1.1637,                0.53152,                0.92274,                 1.5575,                0.71395,                0.90478,                0.86508,                0.64625,                0.71794,                0.42558,                 1.1142,                0.46368,                0.91628,                 1.4416,                0.61744,                0.90613,               0.001354,               0.001354,               0.001354
                    134,                 1.1636,                0.53081,                0.92216,                 1.5527,                0.71533,                0.90522,                0.86484,                0.64655,                0.71805,                0.42583,                 1.1131,                0.46318,                0.91587,                 1.4406,                0.61692,                 0.9058,               0.001288,               0.001288,               0.001288
                    135,                 1.1608,                0.52839,                0.91949,                 1.5495,                 0.7099,                0.90251,                0.86501,                0.64653,                0.71817,                0.42608,                  1.112,                0.46261,                0.91545,                 1.4396,                 0.6163,                0.90541,               0.001222,               0.001222,               0.001222
                    136,                 1.1735,                 0.5302,                0.92313,                 1.5617,                 0.7155,                0.90463,                0.86569,                0.64621,                 0.7182,                0.42615,                 1.1117,                0.46246,                0.91534,                 1.4393,                0.61618,                0.90533,               0.001222,               0.001222,               0.001222
                    137,                 1.1728,                0.52856,                0.92453,                 1.5635,                0.71215,                0.90613,                0.86582,                0.64619,                0.71823,                0.42626,                 1.1114,                0.46223,                 0.9152,                  1.439,                0.61582,                0.90521,                0.00109,                0.00109,                0.00109
                    138,                 1.1752,                0.53238,                0.92394,                 1.5679,                0.72004,                0.90539,                0.86589,                0.64637,                0.71833,                0.42636,                  1.111,                0.46198,                0.91503,                 1.4387,                0.61545,                0.90507,               0.001024,               0.001024,               0.001024
                    139,                 1.1737,                0.53124,                0.92341,                 1.5618,                0.71749,                 0.9048,                0.86607,                0.64643,                0.71838,                0.42651,                 1.1106,                0.46175,                0.91485,                 1.4383,                0.61502,                 0.9049,               0.000958,               0.000958,               0.000958
                    140,                 1.1661,                0.52854,                0.92176,                  1.563,                0.71581,                0.90407,                0.86626,                0.64637,                0.71848,                 0.4266,                 1.1102,                0.46153,                0.91469,                 1.4379,                0.61485,                0.90473,               0.000892,               0.000892,               0.000892
                    141,                 1.1689,                0.51121,                0.93119,                 1.4979,                0.66603,                0.91773,                0.86657,                0.64649,                0.71863,                0.42677,                 1.1096,                 0.4613,                0.91446,                 1.4372,                0.61451,                0.90453,               0.000826,               0.000826,               0.000826
                    142,                 1.1571,                0.50371,                0.92737,                 1.4856,                0.65876,                0.91579,                0.86691,                0.64656,                0.71869,                0.42699,                 1.1088,                0.46105,                0.91419,                 1.4365,                0.61417,                0.90433,                0.00076,                0.00076,                0.00076
                    143,                 1.1576,                0.50449,                0.92507,                 1.4907,                 0.6642,                0.91345,                0.86718,                0.64646,                0.71873,                0.42723,                  1.108,                0.46079,                0.91392,                 1.4357,                0.61377,                 0.9041,               0.000694,               0.000694,               0.000694
                    144,                 1.1473,                0.49894,                0.92528,                 1.4792,                0.65646,                0.91337,                0.86729,                0.64649,                0.71877,                0.42735,                 1.1072,                0.46051,                0.91366,                  1.435,                0.61352,                0.90388,               0.000628,               0.000628,               0.000628
                    145,                 1.1472,                0.49826,                 0.9238,                   1.48,                0.65366,                 0.9129,                0.86665,                0.64699,                0.71874,                0.42749,                 1.1065,                0.46023,                0.91337,                 1.4343,                0.61325,                0.90363,               0.000562,               0.000562,               0.000562
                    146,                  1.144,                0.49665,                 0.9229,                 1.4747,                0.65105,                0.91153,                0.86751,                0.64652,                0.71879,                0.42766,                 1.1057,                0.45993,                0.91309,                 1.4336,                0.61285,                0.90338,               0.000496,               0.000496,               0.000496
                    147,                 1.1404,                0.49383,                0.92032,                  1.467,                0.64304,                0.91014,                0.86763,                0.64651,                0.71888,                0.42784,                 1.1048,                0.45963,                0.91279,                 1.4327,                 0.6126,                0.90314,                0.00043,                0.00043,                0.00043
                    148,                 1.1355,                0.49252,                0.91987,                 1.4643,                 0.6459,                 0.9096,                0.86707,                 0.6469,                0.71929,                0.42813,                 1.1039,                 0.4593,                0.91249,                  1.432,                 0.6119,                0.90294,               0.000364,               0.000364,               0.000364
                    149,                 1.1322,                0.48956,                0.91853,                 1.4626,                 0.6428,                0.90922,                0.86741,                0.64679,                0.71933,                0.42834,                 1.1031,                  0.459,                0.91219,                 1.4311,                 0.6115,                0.90269,               0.000298,               0.000298,               0.000298
                    150,                 1.1385,                0.49256,                0.91793,                 1.4692,                0.64734,                0.90745,                0.86751,                0.64673,                0.71957,                0.42852,                 1.1023,                0.45868,                0.91189,                 1.4304,                0.61108,                0.90243,               0.000232,               0.000232,               0.000232
                    151,                 1.1602,                0.50023,                0.93024,                 1.4867,                0.65777,                0.91835,                0.86743,                0.64688,                0.71953,                0.42846,                 1.1023,                0.45868,                0.91186,                 1.4306,                0.61105,                0.90242,               0.000232,               0.000232,               0.000232
                    152,                 1.1526,                0.49743,                 0.9288,                 1.4756,                0.65203,                0.91648,                 0.8675,                0.64681,                0.71938,                0.42854,                  1.102,                0.45863,                 0.9118,                 1.4304,                0.61093,                0.90237,                 0.0001,                 0.0001,                 0.0001
                    153,                 1.1515,                0.49641,                 0.9274,                 1.4833,                0.65646,                0.91618,                0.86707,                0.64709,                0.71963,                0.42864,                 1.1018,                0.45855,                0.91174,                 1.4301,                0.61083,                0.90232,                 0.0001,                 0.0001,                 0.0001
                    154,                 1.1511,                 0.4963,                0.92644,                 1.4795,                0.65457,                0.91451,                0.86723,                0.64702,                 0.7197,                0.42874,                 1.1016,                0.45846,                0.91167,                 1.4298,                0.61077,                0.90225,                 0.0001,                 0.0001,                 0.0001
                    155,                 1.1498,                0.49475,                0.92564,                 1.4742,                0.65015,                0.91357,                 0.8682,                0.64652,                0.71985,                0.42887,                 1.1013,                0.45835,                0.91157,                 1.4294,                0.61067,                0.90217,                 0.0001,                 0.0001,                 0.0001
                    156,                 1.1454,                0.49209,                0.92576,                 1.4673,                0.64276,                0.91513,                0.86827,                0.64646,                0.71982,                0.42892,                  1.101,                0.45825,                0.91147,                 1.4292,                0.61047,                0.90211,                 0.0001,                 0.0001,                 0.0001
                    157,                 1.1526,                0.49557,                  0.926,                  1.482,                 0.6495,                0.91424,                0.86849,                0.64638,                0.71989,                0.42902,                 1.1007,                0.45815,                0.91137,                 1.4289,                0.61041,                0.90198,                 0.0001,                 0.0001,                 0.0001
                    158,                 1.1476,                0.49454,                0.92504,                   1.48,                0.65421,                0.91262,                0.86866,                0.64636,                0.71997,                0.42912,                 1.1004,                0.45806,                0.91126,                 1.4286,                0.61028,                 0.9019,                 0.0001,                 0.0001,                 0.0001
                    159,                 1.1521,                0.49613,                0.92423,                 1.4819,                0.65251,                0.91317,                0.86873,                0.64631,                0.72004,                0.42921,                 1.1001,                0.45794,                0.91116,                 1.4283,                0.61001,                0.90183,                 0.0001,                 0.0001,                 0.0001
                    160,                  1.155,                0.49767,                0.92854,                 1.4818,                0.65531,                0.91691,                0.86835,                0.64657,                0.72008,                 0.4292,                 1.1001,                0.45796,                0.91114,                 1.4285,                0.61003,                0.90182,                 0.0001,                 0.0001,                 0.0001
                    161,                 1.2258,                0.55724,                0.95147,                 1.5552,                0.70855,                0.93868,                 0.8689,                0.64642,                0.72007,                0.42925,                 1.0999,                0.45793,                0.91111,                 1.4282,                0.60994,                0.90182,              0.0048893,              0.0048893,              0.0048893
                    162,                 1.2464,                0.57174,                0.95576,                 1.5822,                0.72869,                0.94259,                0.86888,                0.64651,                0.72001,                0.42928,                 1.0997,                0.45795,                0.91107,                 1.4279,                0.61018,                0.90175,              0.0048571,              0.0048571,              0.0048571
                    163,                 1.2506,                0.57533,                0.95644,                 1.5835,                0.73575,                0.94158,                0.86922,                0.64604,                0.72001,                0.42931,                 1.0993,                0.45799,                0.91104,                 1.4276,                0.61027,                0.90168,               0.004825,               0.004825,               0.004825
                    164,                 1.2487,                0.57361,                 0.9573,                 1.5798,                0.73145,                0.94462,                0.86897,                0.64615,                 0.7199,                0.42939,                 1.0991,                0.45804,                0.91102,                 1.4274,                 0.6102,                0.90163,              0.0047929,              0.0047929,              0.0047929
                    165,                 1.2444,                0.57344,                0.95992,                 1.5716,                  0.727,                 0.9469,                0.86859,                0.64603,                0.71952,                0.42934,                 1.0989,                0.45812,                0.91102,                 1.4273,                0.61024,                0.90166,              0.0047607,              0.0047607,              0.0047607
                    166,                 1.2532,                 0.5768,                 0.9607,                 1.5879,                0.73132,                0.94489,                0.86842,                 0.6462,                0.71963,                 0.4294,                 1.0986,                0.45809,                0.91104,                  1.427,                0.61033,                0.90167,              0.0047286,              0.0047286,              0.0047286
                    167,                 1.2467,                0.57453,                0.95975,                 1.5857,                0.73617,                0.94313,                 0.8682,                0.64628,                0.71961,                0.42942,                 1.0986,                 0.4581,                 0.9111,                 1.4268,                0.61024,                0.90169,              0.0046964,              0.0046964,              0.0046964
                    168,                 1.2537,                0.57654,                0.96037,                 1.5881,                0.73566,                0.94542,                 0.8678,                0.64662,                0.71968,                0.42947,                 1.0983,                0.45819,                0.91113,                 1.4267,                 0.6102,                 0.9017,              0.0046643,              0.0046643,              0.0046643
                    169,                 1.2499,                0.57465,                0.95839,                  1.586,                0.73181,                0.94375,                0.86774,                 0.6468,                0.71963,                0.42949,                 1.0981,                0.45822,                0.91116,                 1.4266,                0.61016,                0.90178,              0.0046321,              0.0046321,              0.0046321
                    170,                 1.2464,                 0.5736,                0.95775,                 1.5824,                0.73021,                0.94559,                0.86803,                0.64646,                0.71958,                0.42949,                  1.098,                0.45828,                0.91121,                 1.4263,                 0.6105,                0.90183,                 0.0046,                 0.0046,                 0.0046
                    171,                 1.2337,                0.56875,                0.95662,                 1.5707,                0.72726,                0.94424,                 0.8676,                0.64671,                0.71956,                0.42957,                 1.0976,                0.45832,                 0.9112,                 1.4259,                0.61067,                0.90184,              0.0045679,              0.0045679,              0.0045679
                    172,                 1.2417,                0.57104,                0.95817,                 1.5794,                0.73236,                0.94482,                0.86756,                0.64651,                0.71894,                0.42951,                 1.0972,                0.45836,                0.91121,                 1.4257,                0.61099,                0.90184,              0.0045357,              0.0045357,              0.0045357
                    173,                 1.2404,                0.57048,                0.95503,                 1.5733,                0.73486,                0.94211,                0.86713,                0.64663,                0.71887,                0.42958,                 1.0969,                0.45841,                0.91117,                 1.4254,                0.61103,                0.90181,              0.0045036,              0.0045036,              0.0045036
                    174,                 1.2373,                0.56827,                0.95282,                 1.5765,                0.72902,                0.94082,                0.86764,                0.64643,                0.71885,                0.42967,                 1.0965,                0.45842,                0.91109,                 1.4252,                0.61093,                0.90182,              0.0044714,              0.0044714,              0.0044714
                    175,                 1.2387,                0.56745,                0.95619,                 1.5695,                0.71881,                0.94321,                0.86647,                0.64697,                0.71878,                0.42966,                 1.0962,                0.45847,                0.91106,                 1.4248,                0.61107,                0.90178,              0.0044393,              0.0044393,              0.0044393
                    176,                  1.232,                0.56595,                0.95245,                 1.5721,                0.72808,                0.94013,                0.86701,                 0.6466,                0.71877,                0.42977,                  1.096,                0.45845,                  0.911,                 1.4245,                0.61123,                 0.9017,              0.0044071,              0.0044071,              0.0044071
                    177,                 1.2367,                0.56773,                0.95357,                 1.5779,                0.73261,                0.94091,                0.86687,                0.64672,                0.71872,                0.42976,                 1.0955,                0.45837,                0.91095,                 1.4241,                0.61152,                0.90166,               0.004375,               0.004375,               0.004375
                    178,                 1.2342,                0.56495,                 0.9536,                 1.5711,                0.72648,                0.94194,                0.86656,                0.64697,                0.71875,                0.42983,                 1.0951,                 0.4584,                0.91093,                 1.4238,                0.61141,                0.90167,              0.0043429,              0.0043429,              0.0043429
                    179,                  1.231,                0.56388,                0.95479,                 1.5626,                0.71763,                0.94287,                0.86669,                0.64692,                0.71873,                0.42999,                 1.0947,                 0.4584,                0.91092,                 1.4235,                0.61142,                0.90172,              0.0043107,              0.0043107,              0.0043107
                    180,                 1.2278,                0.56461,                0.95334,                 1.5664,                0.71894,                0.94024,                0.86636,                0.64698,                0.71867,                   0.43,                 1.0943,                0.45844,                0.91091,                 1.4231,                 0.6115,                0.90173,              0.0042786,              0.0042786,              0.0042786
                    181,                 1.2279,                0.56112,                0.95176,                 1.5596,                0.71894,                0.93929,                0.86684,                0.64662,                0.71857,                0.42999,                 1.0941,                0.45844,                0.91085,                 1.4229,                 0.6113,                0.90169,              0.0042464,              0.0042464,              0.0042464
                    182,                 1.2269,                0.56225,                0.95279,                  1.561,                0.71605,                0.94019,                0.86632,                0.64684,                0.71858,                0.43001,                 1.0936,                0.45841,                0.91077,                 1.4226,                0.61135,                0.90167,              0.0042143,              0.0042143,              0.0042143
                    183,                 1.2242,                0.56105,                 0.9503,                 1.5651,                0.72208,                0.93658,                0.86627,                 0.6469,                0.71847,                0.43003,                 1.0932,                0.45838,                 0.9107,                 1.4222,                0.61145,                0.90162,              0.0041821,              0.0041821,              0.0041821
                    184,                 1.2245,                0.56072,                0.94908,                 1.5662,                0.72414,                0.93603,                0.86624,                0.64695,                0.71846,                0.43012,                 1.0928,                0.45835,                0.91059,                 1.4216,                0.61168,                0.90146,                0.00415,                0.00415,                0.00415
                    185,                 1.2183,                0.55655,                 0.9436,                 1.5522,                0.71301,                0.93238,                 0.8667,                0.64672,                0.71842,                0.43017,                 1.0922,                0.45834,                0.91044,                 1.4211,                0.61175,                0.90135,              0.0041179,              0.0041179,              0.0041179
                    186,                 1.2171,                0.55706,                0.94824,                 1.5493,                0.70775,                0.93741,                0.86669,                 0.6467,                0.71843,                0.43019,                 1.0918,                0.45826,                0.91033,                 1.4208,                0.61158,                0.90128,              0.0040857,              0.0040857,              0.0040857
                    187,                 1.1978,                0.53644,                0.94153,                 1.5277,                0.68854,                0.92955,                0.86673,                0.64672,                0.71845,                0.43016,                 1.0916,                0.45822,                0.91028,                 1.4207,                0.61151,                0.90122,              0.0040857,              0.0040857,              0.0040857
                    188,                 1.1993,                 0.5463,                0.93993,                 1.5316,                0.69517,                 0.9308,                0.86672,                0.64671,                0.71845,                0.43021,                 1.0914,                0.45809,                0.91016,                 1.4204,                 0.6115,                0.90107,              0.0045033,              0.0045033,              0.0045033
                    189,                   1.21,                0.55218,                0.94365,                 1.5479,                0.70906,                0.93464,                0.86661,                0.64651,                0.71841,                0.43029,                 1.0911,                0.45797,                0.91004,                 1.4202,                0.61123,                0.90101,              0.0044737,              0.0044737,              0.0044737
                    190,                 1.2172,                0.55638,                 0.9443,                 1.5524,                0.71812,                0.93491,                0.86633,                0.64655,                0.71843,                0.43035,                 1.0906,                0.45787,                0.90988,                 1.4198,                0.61146,                0.90095,              0.0044442,              0.0044442,              0.0044442
                    191,                 1.2223,                0.55713,                0.94874,                 1.5522,                0.71096,                0.93957,                0.86608,                0.64665,                0.71841,                0.43035,                 1.0904,                0.45786,                0.90981,                 1.4196,                0.61127,                0.90094,              0.0044146,              0.0044146,              0.0044146
                    192,                  1.216,                0.55644,                0.94881,                 1.5438,                0.70604,                0.93998,                0.86582,                0.64654,                0.71834,                0.43035,                 1.0902,                0.45787,                0.90977,                 1.4194,                0.61137,                0.90092,              0.0043851,              0.0043851,              0.0043851
                    193,                 1.2223,                0.55858,                0.94938,                 1.5597,                0.70761,                0.93862,                0.86553,                0.64653,                0.71831,                0.43039,                 1.0899,                 0.4579,                0.90972,                 1.4191,                0.61164,                0.90087,              0.0043555,              0.0043555,              0.0043555
                    194,                 1.2195,                0.55866,                0.95135,                 1.5585,                 0.7156,                0.93855,                0.86561,                0.64667,                0.71836,                0.43044,                 1.0896,                0.45785,                0.90971,                 1.4188,                0.61152,                0.90088,               0.004326,               0.004326,               0.004326
                    195,                  1.225,                0.56053,                0.95068,                 1.5617,                0.71717,                0.93984,                0.86547,                0.64683,                0.71844,                0.43055,                 1.0893,                 0.4578,                0.90973,                 1.4185,                0.61119,                0.90091,              0.0042964,              0.0042964,              0.0042964
                    196,                 1.2257,                 0.5602,                0.94931,                 1.5602,                0.71675,                0.93782,                0.86528,                0.64689,                0.71844,                0.43052,                 1.0891,                0.45778,                0.90968,                 1.4183,                0.61101,                 0.9009,              0.0042669,              0.0042669,              0.0042669
                    197,                 1.2202,                0.55842,                0.94737,                 1.5527,                0.71991,                 0.9358,                0.86527,                0.64701,                0.71851,                0.43059,                 1.0886,                0.45766,                0.90956,                  1.418,                 0.6109,                0.90086,              0.0042373,              0.0042373,              0.0042373
                    198,                 1.2112,                0.55546,                0.94663,                 1.5494,                0.71546,                0.93837,                 0.8649,                0.64703,                0.71846,                0.43062,                 1.0884,                0.45764,                0.90949,                 1.4177,                 0.6107,                0.90082,              0.0042078,              0.0042078,              0.0042078
                    199,                 1.2178,                0.55755,                0.94685,                 1.5572,                0.71508,                0.93715,                0.86595,                0.64672,                0.71843,                0.43071,                 1.0878,                0.45755,                0.90936,                 1.4174,                0.61046,                0.90076,              0.0041782,              0.0041782,              0.0041782
                    200,                 1.2192,                0.55817,                0.94779,                 1.5528,                0.71919,                 0.9365,                0.86567,                0.64667,                0.71841,                0.43076,                 1.0875,                0.45753,                0.90925,                  1.417,                0.61037,                0.90072,              0.0041487,              0.0041487,              0.0041487
                    201,                 1.1732,                0.52746,                0.93175,                 1.5056,                0.67751,                0.92269,                0.86587,                 0.6467,                0.71846,                0.43094,                 1.0873,                0.45738,                0.90915,                 1.4166,                0.61008,                0.90064,              0.0041487,              0.0041487,              0.0041487
                    202,                 1.1813,                0.53724,                0.93762,                 1.5113,                 0.6828,                0.92664,                0.86589,                 0.6465,                 0.7185,                0.43098,                  1.087,                0.45723,                0.90907,                 1.4163,                0.60996,                0.90056,              0.0043266,              0.0043266,              0.0043266
                    203,                 1.1929,                0.54269,                0.93907,                 1.5321,                0.69673,                0.92921,                0.86578,                0.64654,                0.71846,                0.43106,                 1.0867,                0.45716,                0.90896,                 1.4161,                0.60977,                0.90048,              0.0042983,              0.0042983,              0.0042983
                    204,                 1.2018,                0.54932,                0.94028,                 1.5384,                0.70503,                0.93047,                0.86565,                 0.6466,                0.71845,                0.43109,                 1.0864,                0.45707,                0.90883,                 1.4158,                0.60966,                0.90037,              0.0042699,              0.0042699,              0.0042699
                    205,                 1.1677,                0.52562,                0.93144,                 1.4987,                0.67331,                0.92166,                0.86581,                0.64668,                0.71847,                 0.4311,                 1.0862,                0.45696,                0.90874,                 1.4157,                0.60969,                0.90031,              0.0042699,              0.0042699,              0.0042699
                    206,                 1.1781,                0.53515,                0.93442,                 1.5092,                0.68186,                0.92386,                0.86587,                0.64661,                0.71847,                0.43118,                  1.086,                0.45686,                0.90862,                 1.4155,                0.60959,                0.90022,              0.0042788,              0.0042788,              0.0042788
                    207,                 1.1925,                0.54236,                0.93973,                 1.5307,                0.69732,                0.92874,                0.86538,                0.64697,                0.71848,                0.43127,                 1.0857,                0.45677,                0.90856,                 1.4152,                0.60927,                0.90019,              0.0042507,              0.0042507,              0.0042507
                    208,                 1.1975,                0.54698,                0.93709,                 1.5324,                0.70337,                0.92644,                0.86604,                0.64648,                0.71848,                0.43127,                 1.0853,                0.45672,                0.90838,                  1.415,                0.60941,                0.90006,              0.0042227,              0.0042227,              0.0042227
                    209,                 1.2055,                0.54643,                0.94328,                 1.5391,                0.69837,                0.93202,                0.86664,                0.64608,                0.71841,                0.43127,                 1.0851,                0.45667,                 0.9083,                 1.4148,                0.60946,                0.90002,              0.0041946,              0.0041946,              0.0041946
                    210,                 1.2018,                0.54752,                0.94342,                 1.5312,                0.69554,                0.93341,                0.86631,                0.64603,                0.71834,                0.43128,                 1.0849,                0.45663,                0.90826,                 1.4145,                0.60949,                0.89992,              0.0041666,              0.0041666,              0.0041666
                    211,                 1.2121,                0.55216,                0.94273,                 1.5483,                0.70303,                0.93144,                0.86655,                0.64601,                0.71835,                0.43126,                 1.0847,                0.45656,                0.90816,                 1.4143,                0.60944,                0.89984,              0.0041385,              0.0041385,              0.0041385
                    212,                 1.2082,                0.55254,                0.94076,                 1.5485,                0.70992,                0.93028,                0.86675,                0.64591,                0.71839,                0.43137,                 1.0844,                0.45642,                0.90801,                  1.414,                0.60925,                0.89976,              0.0041105,              0.0041105,              0.0041105
                    213,                 1.2149,                0.55318,                0.94007,                 1.5508,                0.70954,                0.93123,                0.86664,                0.64585,                0.71837,                 0.4312,                 1.0841,                0.45637,                0.90788,                 1.4138,                0.60924,                0.89967,              0.0040824,              0.0040824,              0.0040824
                    214,                 1.2147,                0.55335,                0.94377,                 1.5511,                0.70983,                0.93341,                0.86657,                0.64594,                0.71837,                0.43125,                 1.0839,                0.45635,                0.90781,                 1.4136,                0.60897,                 0.8996,              0.0040544,              0.0040544,              0.0040544
                    215,                 1.2126,                0.55237,                0.94136,                 1.5472,                0.70791,                0.93268,                0.86654,                0.64596,                0.71833,                0.43127,                 1.0835,                0.45624,                0.90769,                 1.4135,                0.60903,                0.89955,              0.0040263,              0.0040263,              0.0040263
